Campaign_ID,Campaign_Name,Platform,Campaign_Type,Objective,Audience_Segment,Region,Device_Type,Ad_Format,Launch_Date,Spend_USD,Impressions,Clicks,CTR_Percent,CPC_USD,Conversions,Conversion_Rate_Percent,CPA_USD,Revenue_USD,ROAS,Engagement_Rate_Percent,Video_Completion_Rate_Percent
MKTCAMP_1242,Sales Conversion_North America_242,Google Ads,Sales Conversion,Traffic,Tech Decision Makers,North America,Desktop,Carousel,2025-02-04,12239.96,546092,17278,3.16,0.71,1235,7.15,9.91,194664.76,15.9,11.24,
MKTCAMP_1243,App Install_Middle East_243,TikTok,App Install,Conversions,Fitness Enthusiasts,Middle East,Mobile,Story,2025-04-24,13573.26,2028156,133768,6.6,0.1,19700,14.73,0.69,5118047.87,377.07,17.73,
MKTCAMP_1244,Brand Awareness_North America_244,LinkedIn,Brand Awareness,Leads,Luxury Buyers,North America,Desktop,Image,2025-01-31,946.7,71229,328,0.46,2.89,38,11.83,24.91,12060.05,12.74,5.41,
MKTCAMP_1245,Brand Awareness_Europe_245,TikTok,Brand Awareness,Awareness,Parents with Kids,Europe,Mobile,Video,2025-04-18,23212.35,1180304,94057,7.97,0.25,6257,6.65,3.71,390778.84,16.83,9.61,35.54
MKTCAMP_1246,Sales Conversion_Europe_246,X,Sales Conversion,Traffic,Parents with Kids,Europe,Mobile,Image,2025-04-28,7479.39,712877,49220,6.9,0.15,4890,9.94,1.53,633834.29,84.74,11.76,
MKTCAMP_1247,Sales Conversion_Latin America_247,TikTok,Sales Conversion,Engagement,Fitness Enthusiasts,Latin America,Desktop,Search Ad,2025-01-01,18045.69,1607371,60272,3.75,0.3,1586,2.63,11.38,139516.92,7.73,12.98,
MKTCAMP_1248,Brand Awareness_Europe_248,Google Ads,Brand Awareness,Leads,Pet Owners,Europe,Mobile,Search Ad,2025-03-09,4945.24,665280,40869,6.14,0.12,968,2.37,5.11,204770.63,41.41,5.64,
MKTCAMP_1249,Brand Awareness_Europe_249,TikTok,Brand Awareness,Traffic,Pet Owners,Europe,Desktop,Video,2025-01-31,24091.71,3060567,212052,6.93,0.11,21478,10.13,1.12,942712.6,39.13,12.15,91.11
MKTCAMP_1250,Sales Conversion_Middle East_250,TikTok,Sales Conversion,Traffic,Healthcare Professionals,Middle East,Mobile,Story,2025-03-18,15239.49,2856703,216025,7.56,0.07,9702,4.49,1.57,949382.89,62.3,11.77,
MKTCAMP_1251,Brand Awareness_APAC_251,YouTube,Brand Awareness,Conversions,Tech Decision Makers,APAC,Mobile,Image,2025-02-24,10570.2,2020758,155400,7.69,0.07,10388,6.68,1.02,1099035.64,103.97,14.7,
MKTCAMP_1252,App Install_Europe_252,Google Ads,App Install,Engagement,Parents with Kids,Europe,Tablet,Carousel,2025-03-27,7232.75,1360267,52129,3.83,0.14,6350,12.18,1.14,384627.76,53.18,11.99,
MKTCAMP_1253,Brand Awareness_India_253,X,Brand Awareness,Leads,Tech Decision Makers,India,Mobile,Search Ad,2025-03-06,11568.31,1684224,29657,1.76,0.39,3972,13.4,2.91,1215809.6,105.1,4.95,
MKTCAMP_1254,App Install_Middle East_254,YouTube,App Install,Traffic,Young Professionals 25-34,Middle East,Desktop,Story,2025-02-17,2845.01,125905,7050,5.6,0.4,784,11.12,3.63,160675.45,56.48,5.21,
MKTCAMP_1255,Sales Conversion_India_255,LinkedIn,Sales Conversion,Awareness,Young Professionals 25-34,India,Mobile,Carousel,2025-04-04,10077.2,1481406,65534,4.42,0.15,11656,17.79,0.86,858589.36,85.2,13.23,
MKTCAMP_1256,Sales Conversion_APAC_256,X,Sales Conversion,Awareness,Small Business Owners,APAC,Tablet,Carousel,2025-01-06,10405.81,1218269,75685,6.21,0.14,9549,12.62,1.09,3315431.11,318.61,3.42,
MKTCAMP_1257,App Install_Latin America_257,LinkedIn,App Install,Engagement,Parents with Kids,Latin America,Mobile,Story,2025-03-22,3050.69,519779,26430,5.08,0.12,1400,5.3,2.18,77579.88,25.43,2.68,
MKTCAMP_1258,Lead Generation_Latin America_258,Meta,Lead Generation,Traffic,Small Business Owners,Latin America,Desktop,Image,2025-01-26,22407.68,1670181,50427,3.02,0.44,2252,4.47,9.95,323384.54,14.43,2.4,
MKTCAMP_1259,Lead Generation_India_259,Google Ads,Lead Generation,Leads,Young Professionals 25-34,India,Desktop,Story,2025-04-15,13216.96,689532,47459,6.88,0.28,2178,4.59,6.07,441706.7,33.42,16.43,
MKTCAMP_1260,Product Launch_North America_260,YouTube,Product Launch,Conversions,Pet Owners,North America,Tablet,Image,2025-02-15,16446.5,2235612,67674,3.03,0.24,4282,6.33,3.84,1045817.81,63.59,18.4,
MKTCAMP_1261,Sales Conversion_India_261,Google Ads,Sales Conversion,Awareness,Parents with Kids,India,Mobile,Story,2025-04-24,16715.06,2346811,148277,6.32,0.11,12812,8.64,1.3,630933.98,37.75,10.93,
MKTCAMP_1262,Sales Conversion_Middle East_262,TikTok,Sales Conversion,Conversions,Students 18-24,Middle East,Desktop,Story,2025-03-30,23961.82,1714576,102686,5.99,0.23,4124,4.02,5.81,830841.08,34.67,2.87,
MKTCAMP_1263,Retargeting_India_263,TikTok,Retargeting,Engagement,Tech Decision Makers,India,Mobile,Video,2025-02-25,11534.09,2031261,65311,3.22,0.18,7926,12.14,1.46,2255295.64,195.53,17.24,33.77
MKTCAMP_1264,Lead Generation_India_264,YouTube,Lead Generation,Traffic,Tech Decision Makers,India,Desktop,Video,2025-02-11,10283.24,693449,58520,8.44,0.18,9786,16.72,1.05,1984466.55,192.98,15.77,56.68
MKTCAMP_1265,Retargeting_Middle East_265,X,Retargeting,Engagement,Pet Owners,Middle East,Tablet,Carousel,2025-03-30,15777.85,884228,57631,6.52,0.27,1576,2.73,10.01,463882.43,29.4,14.73,
MKTCAMP_1266,Retargeting_North America_266,TikTok,Retargeting,Awareness,Students 18-24,North America,Tablet,Search Ad,2025-02-25,17864.25,830846,23723,2.86,0.75,1210,5.1,14.76,175744.82,9.84,2.72,
MKTCAMP_1267,Sales Conversion_North America_267,LinkedIn,Sales Conversion,Engagement,Young Professionals 25-34,North America,Tablet,Image,2025-03-07,23455.47,3276363,94187,2.87,0.25,7014,7.45,3.34,1214157.16,51.76,11.59,
MKTCAMP_1268,Sales Conversion_North America_268,X,Sales Conversion,Leads,Fitness Enthusiasts,North America,Mobile,Story,2025-01-05,13134.15,2698943,119439,4.43,0.11,21335,17.86,0.62,6452898.47,491.31,4.81,
MKTCAMP_1269,Brand Awareness_Latin America_269,Meta,Brand Awareness,Awareness,Gamers,Latin America,Desktop,Story,2025-03-14,23299.58,1420015,99704,7.02,0.23,7139,7.16,3.26,2219884.78,95.28,16.22,
MKTCAMP_1270,App Install_Latin America_270,Google Ads,App Install,Awareness,Fitness Enthusiasts,Latin America,Desktop,Image,2025-02-26,20245.17,3688780,105790,2.87,0.19,2027,1.92,9.99,322199.06,15.91,4.2,
MKTCAMP_1271,App Install_APAC_271,Google Ads,App Install,Engagement,Fitness Enthusiasts,APAC,Desktop,Image,2025-03-25,17526.3,1792904,148854,8.3,0.12,17441,11.72,1.0,5113592.72,291.77,3.49,
MKTCAMP_1272,Lead Generation_North America_272,LinkedIn,Lead Generation,Conversions,Small Business Owners,North America,Tablet,Story,2025-03-08,21619.35,4455667,193607,4.35,0.11,21508,11.11,1.01,5909089.34,273.32,4.22,
MKTCAMP_1273,App Install_India_273,TikTok,App Install,Engagement,Small Business Owners,India,Desktop,Carousel,2025-03-20,12812.87,1431957,22705,1.59,0.56,1573,6.93,8.15,81505.21,6.36,1.65,
MKTCAMP_1274,Sales Conversion_Europe_274,LinkedIn,Sales Conversion,Conversions,Students 18-24,Europe,Mobile,Video,2025-02-27,3811.57,813239,39451,4.85,0.1,6865,17.4,0.56,1156061.34,303.3,6.59,55.49
MKTCAMP_1275,Sales Conversion_North America_275,Meta,Sales Conversion,Awareness,Students 18-24,North America,Tablet,Image,2025-04-01,11268.04,665035,37180,5.59,0.3,1591,4.28,7.08,363174.62,32.23,12.45,
MKTCAMP_1276,App Install_India_276,Google Ads,App Install,Conversions,Tech Decision Makers,India,Desktop,Carousel,2025-04-12,4224.61,215636,14499,6.72,0.29,1239,8.55,3.41,60230.78,14.26,18.41,
MKTCAMP_1277,App Install_North America_277,LinkedIn,App Install,Conversions,Gamers,North America,Mobile,Carousel,2025-04-12,1915.62,316281,26465,8.37,0.07,1240,4.69,1.54,93644.55,48.88,3.3,
MKTCAMP_1278,Brand Awareness_APAC_278,TikTok,Brand Awareness,Awareness,Parents with Kids,APAC,Tablet,Story,2025-04-13,7930.24,461446,27716,6.01,0.29,440,1.59,18.02,84926.64,10.71,18.44,
MKTCAMP_1279,Lead Generation_North America_279,YouTube,Lead Generation,Awareness,Healthcare Professionals,North America,Mobile,Story,2025-04-02,20442.27,3081457,88766,2.88,0.23,10135,11.42,2.02,2013350.88,98.49,8.57,
MKTCAMP_1280,Product Launch_Middle East_280,X,Product Launch,Leads,Tech Decision Makers,Middle East,Desktop,Video,2025-01-17,3702.4,738957,29877,4.04,0.12,1166,3.91,3.18,172198.37,46.51,8.36,81.2
MKTCAMP_1281,Sales Conversion_Middle East_281,LinkedIn,Sales Conversion,Leads,Small Business Owners,Middle East,Desktop,Image,2025-01-17,18473.55,3297064,16134,0.49,1.15,1255,7.78,14.72,230957.81,12.5,1.53,
MKTCAMP_1282,Sales Conversion_Europe_282,YouTube,Sales Conversion,Engagement,Healthcare Professionals,Europe,Mobile,Search Ad,2025-04-27,6865.42,1214164,18341,1.51,0.37,1809,9.87,3.8,178846.06,26.05,1.41,
MKTCAMP_1283,Brand Awareness_Europe_283,Google Ads,Brand Awareness,Conversions,Tech Decision Makers,Europe,Desktop,Carousel,2025-02-11,6409.44,1382242,95270,6.89,0.07,16474,17.29,0.39,3066030.41,478.36,3.1,
MKTCAMP_1284,Lead Generation_APAC_284,X,Lead Generation,Traffic,Parents with Kids,APAC,Desktop,Image,2025-01-26,13925.01,1695898,122771,7.24,0.11,2721,2.22,5.12,506751.32,36.39,3.8,
MKTCAMP_1285,App Install_Europe_285,X,App Install,Awareness,Pet Owners,Europe,Tablet,Search Ad,2025-03-10,8454.56,1460307,62146,4.26,0.14,4398,7.08,1.92,687110.14,81.27,9.15,
MKTCAMP_1286,App Install_APAC_286,Google Ads,App Install,Conversions,Fitness Enthusiasts,APAC,Tablet,Carousel,2025-03-26,19732.91,3957933,322104,8.14,0.06,45966,14.27,0.43,6018337.88,304.99,13.1,
MKTCAMP_1287,Sales Conversion_India_287,YouTube,Sales Conversion,Traffic,Healthcare Professionals,India,Tablet,Video,2025-01-11,11221.28,963242,69459,7.21,0.16,814,1.17,13.79,259310.96,23.11,9.18,65.98
MKTCAMP_1288,Sales Conversion_India_288,Google Ads,Sales Conversion,Conversions,Healthcare Professionals,India,Tablet,Search Ad,2025-02-23,16654.17,3349506,186132,5.56,0.09,20928,11.24,0.8,1074206.05,64.5,10.17,
MKTCAMP_1289,Sales Conversion_Middle East_289,YouTube,Sales Conversion,Leads,Young Professionals 25-34,Middle East,Tablet,Image,2025-03-24,4179.14,721896,32839,4.55,0.13,4073,12.4,1.03,176504.79,42.23,2.67,
MKTCAMP_1290,Product Launch_Latin America_290,LinkedIn,Product Launch,Awareness,Gamers,Latin America,Desktop,Story,2025-01-10,18049.92,956197,9343,0.98,1.93,66,0.71,273.48,22181.31,1.23,13.96,
MKTCAMP_1291,Brand Awareness_Middle East_291,X,Brand Awareness,Engagement,Fitness Enthusiasts,Middle East,Desktop,Story,2025-01-27,9154.66,854829,27633,3.23,0.33,3884,14.06,2.36,938524.31,102.52,4.4,
MKTCAMP_1292,App Install_India_292,LinkedIn,App Install,Awareness,Fitness Enthusiasts,India,Tablet,Image,2025-02-21,4765.68,275033,15810,5.75,0.3,2193,13.88,2.17,251788.98,52.83,1.56,
MKTCAMP_1293,Retargeting_APAC_293,Meta,Retargeting,Awareness,Tech Decision Makers,APAC,Mobile,Carousel,2025-03-01,2513.21,538366,15037,2.79,0.17,2099,13.96,1.2,482544.03,192.0,7.81,
MKTCAMP_1294,Retargeting_Europe_294,Google Ads,Retargeting,Traffic,Students 18-24,Europe,Mobile,Video,2025-02-07,5539.34,342605,18437,5.38,0.3,2591,14.06,2.14,611603.89,110.41,10.37,18.36
MKTCAMP_1295,App Install_Europe_295,TikTok,App Install,Awareness,Luxury Buyers,Europe,Mobile,Search Ad,2025-04-03,24227.98,4452340,123412,2.77,0.2,21781,17.65,1.11,4848496.53,200.12,11.28,
MKTCAMP_1296,Lead Generation_Middle East_296,LinkedIn,Lead Generation,Engagement,Fitness Enthusiasts,Middle East,Tablet,Story,2025-04-23,18827.79,3504201,200351,5.72,0.09,5492,2.74,3.43,759244.85,40.33,17.26,
MKTCAMP_1297,Product Launch_North America_297,LinkedIn,Product Launch,Leads,Young Professionals 25-34,North America,Desktop,Story,2025-01-31,6003.08,642269,25047,3.9,0.24,2051,8.19,2.93,463814.51,77.26,17.52,
MKTCAMP_1298,App Install_North America_298,Meta,App Install,Awareness,Parents with Kids,North America,Mobile,Story,2025-03-18,6396.97,395782,7913,2.0,0.81,1267,16.02,5.05,299847.54,46.87,6.15,
MKTCAMP_1299,Sales Conversion_India_299,X,Sales Conversion,Traffic,Students 18-24,India,Tablet,Video,2025-02-25,20490.7,3996641,290026,7.26,0.07,48089,16.58,0.43,5324275.89,259.84,14.26,51.84
MKTCAMP_1300,Retargeting_Middle East_300,Meta,Retargeting,Traffic,Parents with Kids,Middle East,Desktop,Story,2025-01-07,21128.96,3615763,241866,6.69,0.09,28982,11.98,0.73,2514976.99,119.03,10.63,
MKTCAMP_1301,App Install_India_301,YouTube,App Install,Awareness,Gamers,India,Tablet,Video,2025-02-19,24624.41,5139849,38533,0.75,0.64,1304,3.38,18.88,94087.78,3.82,13.76,80.42
MKTCAMP_1302,Product Launch_India_302,YouTube,Product Launch,Leads,Tech Decision Makers,India,Tablet,Video,2025-01-17,5731.03,751071,54149,7.21,0.11,7214,13.32,0.79,1468163.74,256.18,11.41,55.67
MKTCAMP_1303,Product Launch_India_303,Google Ads,Product Launch,Awareness,Parents with Kids,India,Tablet,Carousel,2025-01-26,7789.94,1103865,66010,5.98,0.12,10418,15.78,0.75,2433782.66,312.43,14.37,
MKTCAMP_1304,App Install_APAC_304,YouTube,App Install,Traffic,Luxury Buyers,APAC,Mobile,Video,2025-01-18,4421.76,544231,2588,0.48,1.71,124,4.82,35.66,32546.0,7.36,18.36,22.93
MKTCAMP_1305,Retargeting_APAC_305,X,Retargeting,Conversions,Students 18-24,APAC,Desktop,Search Ad,2025-04-25,10336.61,1902068,39043,2.05,0.26,3987,10.21,2.59,1054891.68,102.05,11.86,
MKTCAMP_1306,Lead Generation_APAC_306,YouTube,Lead Generation,Conversions,Parents with Kids,APAC,Desktop,Story,2025-03-20,5106.61,530930,35830,6.75,0.14,3654,10.2,1.4,115734.88,22.66,14.37,
MKTCAMP_1307,Retargeting_India_307,X,Retargeting,Leads,Healthcare Professionals,India,Tablet,Search Ad,2025-03-04,1365.13,237849,4852,2.04,0.28,837,17.27,1.63,123659.25,90.58,6.86,
MKTCAMP_1308,App Install_Middle East_308,X,App Install,Awareness,Pet Owners,Middle East,Mobile,Image,2025-03-28,4147.76,394073,29558,7.5,0.14,5301,17.94,0.78,783800.82,188.97,8.96,
MKTCAMP_1309,Product Launch_India_309,Google Ads,Product Launch,Traffic,Healthcare Professionals,India,Tablet,Search Ad,2025-03-02,18190.74,3629329,188857,5.2,0.1,13884,7.35,1.31,2249749.32,123.68,13.23,
MKTCAMP_1310,Sales Conversion_APAC_310,LinkedIn,Sales Conversion,Traffic,Healthcare Professionals,APAC,Mobile,Search Ad,2025-03-03,578.85,87710,2876,3.28,0.2,414,14.4,1.4,24739.4,42.74,11.38,
MKTCAMP_1311,App Install_Middle East_311,Meta,App Install,Conversions,Healthcare Professionals,Middle East,Mobile,Video,2025-03-15,12283.84,1911593,17688,0.93,0.69,1883,10.65,6.52,394818.15,32.14,10.9,63.28
MKTCAMP_1312,Brand Awareness_North America_312,X,Brand Awareness,Awareness,Gamers,North America,Desktop,Story,2025-01-20,17073.46,3156848,81621,2.59,0.21,12192,14.94,1.4,2309674.65,135.28,2.53,
MKTCAMP_1313,Sales Conversion_Middle East_313,TikTok,Sales Conversion,Leads,Gamers,Middle East,Tablet,Story,2025-04-22,1934.5,193765,13093,6.76,0.15,1686,12.88,1.15,476053.55,246.09,10.15,
MKTCAMP_1314,Sales Conversion_Latin America_314,X,Sales Conversion,Leads,Young Professionals 25-34,Latin America,Mobile,Carousel,2025-03-13,11284.88,750912,22965,3.06,0.49,1859,8.1,6.07,108476.62,9.61,5.02,
MKTCAMP_1315,Sales Conversion_APAC_315,LinkedIn,Sales Conversion,Awareness,Students 18-24,APAC,Desktop,Carousel,2025-02-28,15156.52,2613277,221778,8.49,0.07,37324,16.83,0.41,8794313.12,580.23,8.49,
MKTCAMP_1316,Retargeting_India_316,YouTube,Retargeting,Awareness,Tech Decision Makers,India,Tablet,Search Ad,2025-03-03,16086.35,2918342,39646,1.36,0.41,3042,7.67,5.29,908757.14,56.49,7.84,
MKTCAMP_1317,Lead Generation_APAC_317,Meta,Lead Generation,Conversions,Pet Owners,APAC,Desktop,Image,2025-04-09,14510.87,2115662,40076,1.89,0.36,2740,6.84,5.3,375499.5,25.88,1.65,
MKTCAMP_1318,Sales Conversion_Latin America_318,LinkedIn,Sales Conversion,Engagement,Gamers,Latin America,Tablet,Image,2025-03-03,1092.7,207291,5414,2.61,0.2,517,9.57,2.11,64931.16,59.42,17.47,
MKTCAMP_1319,App Install_India_319,LinkedIn,App Install,Leads,Pet Owners,India,Mobile,Search Ad,2025-02-18,6852.77,804091,60058,7.47,0.11,9149,15.23,0.75,819315.4,119.56,15.09,
MKTCAMP_1320,Retargeting_India_320,TikTok,Retargeting,Awareness,Fitness Enthusiasts,India,Mobile,Video,2025-02-14,11725.58,1488379,22045,1.48,0.53,421,1.91,27.85,110697.98,9.44,9.79,49.95
MKTCAMP_1321,Sales Conversion_Latin America_321,TikTok,Sales Conversion,Conversions,Pet Owners,Latin America,Desktop,Carousel,2025-04-16,18372.95,3266569,55112,1.69,0.33,6160,11.18,2.98,451609.97,24.58,14.2,
MKTCAMP_1322,Retargeting_Latin America_322,YouTube,Retargeting,Conversions,Tech Decision Makers,Latin America,Desktop,Video,2025-03-20,16595.4,3521388,33754,0.96,0.49,505,1.5,32.86,60751.43,3.66,5.73,34.76
MKTCAMP_1323,App Install_Europe_323,X,App Install,Leads,Gamers,Europe,Mobile,Carousel,2025-03-23,22703.24,1927920,50179,2.6,0.45,6919,13.79,3.28,1203329.99,53.0,14.64,
MKTCAMP_1324,Brand Awareness_Middle East_324,Meta,Brand Awareness,Engagement,Small Business Owners,Middle East,Desktop,Video,2025-03-29,2101.47,268489,1804,0.67,1.16,28,1.6,75.05,8961.68,4.26,3.61,57.59
MKTCAMP_1325,Brand Awareness_Europe_325,Meta,Brand Awareness,Engagement,Tech Decision Makers,Europe,Desktop,Story,2025-03-25,10571.84,1083844,83332,7.69,0.13,734,0.88,14.4,177930.92,16.83,17.87,
MKTCAMP_1326,Retargeting_India_326,Meta,Retargeting,Traffic,Parents with Kids,India,Tablet,Video,2025-03-25,14224.12,2967550,24431,0.82,0.58,1912,7.83,7.44,216534.94,15.22,13.84,93.5
MKTCAMP_1327,Lead Generation_Latin America_327,YouTube,Lead Generation,Traffic,Tech Decision Makers,Latin America,Tablet,Carousel,2025-02-23,6784.99,1070341,21455,2.0,0.32,2229,10.39,3.04,397783.76,58.63,18.02,
MKTCAMP_1328,Brand Awareness_Middle East_328,Meta,Brand Awareness,Awareness,Luxury Buyers,Middle East,Mobile,Video,2025-01-02,15408.92,1585749,20998,1.32,0.73,660,3.15,23.35,67386.94,4.37,5.54,83.05
MKTCAMP_1329,App Install_North America_329,LinkedIn,App Install,Awareness,Healthcare Professionals,North America,Desktop,Story,2025-03-24,14249.96,1912492,25429,1.33,0.56,3954,15.55,3.6,1033182.48,72.5,2.37,
MKTCAMP_1330,App Install_Europe_330,YouTube,App Install,Engagement,Students 18-24,Europe,Tablet,Image,2025-01-25,17841.96,2459280,26116,1.06,0.68,2225,8.52,8.02,411853.76,23.08,4.07,
MKTCAMP_1331,Retargeting_Latin America_331,Google Ads,Retargeting,Awareness,Fitness Enthusiasts,Latin America,Desktop,Carousel,2025-01-02,23669.6,4568127,265823,5.82,0.09,22834,8.59,1.04,3693741.4,156.05,12.46,
MKTCAMP_1332,Retargeting_APAC_332,X,Retargeting,Conversions,Pet Owners,APAC,Tablet,Carousel,2025-03-20,13863.08,709916,32310,4.55,0.43,4721,14.61,2.94,835412.87,60.26,2.1,
MKTCAMP_1333,Product Launch_APAC_333,X,Product Launch,Traffic,Luxury Buyers,APAC,Desktop,Story,2025-03-27,19763.82,1506901,37594,2.49,0.53,1271,3.38,15.55,172435.07,8.72,14.29,
MKTCAMP_1334,Lead Generation_Middle East_334,Google Ads,Lead Generation,Conversions,Fitness Enthusiasts,Middle East,Desktop,Video,2025-02-03,13224.95,1016716,76359,7.51,0.17,12135,15.89,1.09,3744680.14,283.15,5.33,51.1
MKTCAMP_1335,Lead Generation_India_335,TikTok,Lead Generation,Awareness,Students 18-24,India,Desktop,Search Ad,2025-04-03,24632.25,4408242,27333,0.62,0.9,448,1.64,54.98,79949.2,3.25,16.93,
MKTCAMP_1336,Brand Awareness_Latin America_336,YouTube,Brand Awareness,Conversions,Pet Owners,Latin America,Desktop,Video,2025-03-27,13698.19,1775371,22269,1.25,0.62,2670,11.99,5.13,782504.94,57.12,7.78,77.05
MKTCAMP_1337,Product Launch_Europe_337,Google Ads,Product Launch,Leads,Pet Owners,Europe,Desktop,Image,2025-03-30,24129.68,1850214,85830,4.64,0.28,4742,5.52,5.09,1345369.01,55.76,11.19,
MKTCAMP_1338,Sales Conversion_India_338,Google Ads,Sales Conversion,Conversions,Pet Owners,India,Tablet,Carousel,2025-01-18,16047.27,2946672,106297,3.61,0.15,17553,16.51,0.91,3520591.83,219.39,3.93,
MKTCAMP_1339,Lead Generation_Latin America_339,TikTok,Lead Generation,Awareness,Students 18-24,Latin America,Tablet,Story,2025-03-31,17549.53,3207826,95136,2.97,0.18,14746,15.5,1.19,4718216.3,268.85,5.99,
MKTCAMP_1340,Product Launch_Latin America_340,YouTube,Product Launch,Conversions,Tech Decision Makers,Latin America,Mobile,Search Ad,2025-04-22,24596.28,1606827,32720,2.04,0.75,1218,3.72,20.19,384981.43,15.65,12.52,
MKTCAMP_1341,App Install_APAC_341,Google Ads,App Install,Awareness,Students 18-24,APAC,Tablet,Video,2025-04-28,4226.55,504050,27137,5.38,0.16,532,1.96,7.94,166182.56,39.32,15.1,55.42
MKTCAMP_1342,Brand Awareness_APAC_342,YouTube,Brand Awareness,Conversions,Young Professionals 25-34,APAC,Tablet,Search Ad,2025-03-10,24194.6,2787144,233320,8.37,0.1,28438,12.19,0.85,6628750.13,273.98,4.07,
MKTCAMP_1343,Lead Generation_APAC_343,Meta,Lead Generation,Traffic,Parents with Kids,APAC,Desktop,Carousel,2025-04-02,22107.23,2585399,44316,1.71,0.5,319,0.72,69.3,66709.86,3.02,10.32,
MKTCAMP_1344,Product Launch_APAC_344,YouTube,Product Launch,Traffic,Small Business Owners,APAC,Desktop,Story,2025-01-17,18124.16,3629298,37860,1.04,0.48,5035,13.3,3.6,453008.12,24.99,16.05,
MKTCAMP_1345,Product Launch_APAC_345,YouTube,Product Launch,Leads,Students 18-24,APAC,Mobile,Story,2025-03-28,20567.06,2824739,173805,6.15,0.12,10430,6.0,1.97,1885469.98,91.67,15.41,
MKTCAMP_1346,Sales Conversion_Middle East_346,LinkedIn,Sales Conversion,Traffic,Young Professionals 25-34,Middle East,Desktop,Carousel,2025-03-16,11752.0,1226952,54024,4.4,0.22,8100,14.99,1.45,1111859.26,94.61,4.21,
MKTCAMP_1347,Brand Awareness_India_347,Google Ads,Brand Awareness,Traffic,Luxury Buyers,India,Tablet,Search Ad,2025-01-08,17944.34,3385667,41141,1.22,0.44,1932,4.7,9.29,145732.76,8.12,7.22,
MKTCAMP_1348,Product Launch_India_348,Google Ads,Product Launch,Conversions,Young Professionals 25-34,India,Desktop,Carousel,2025-04-09,11533.6,2015943,114390,5.67,0.1,13001,11.37,0.89,1856022.54,160.92,15.76,
MKTCAMP_1349,Sales Conversion_India_349,X,Sales Conversion,Engagement,Luxury Buyers,India,Desktop,Story,2025-02-18,12046.54,2604930,144223,5.54,0.08,3907,2.71,3.08,962594.24,79.91,6.82,
MKTCAMP_1350,Sales Conversion_Europe_350,Google Ads,Sales Conversion,Awareness,Tech Decision Makers,Europe,Tablet,Video,2025-01-23,17315.02,909651,16524,1.82,1.05,2557,15.48,6.77,262597.4,15.17,15.68,37.34
MKTCAMP_1351,Product Launch_Europe_351,YouTube,Product Launch,Conversions,Tech Decision Makers,Europe,Tablet,Video,2025-04-07,16250.61,2680491,122029,4.55,0.13,7130,5.84,2.28,699069.41,43.02,1.77,39.32
MKTCAMP_1352,Retargeting_Latin America_352,Google Ads,Retargeting,Leads,Students 18-24,Latin America,Tablet,Story,2025-03-10,16502.49,3447285,257055,7.46,0.06,35746,13.91,0.46,10091208.39,611.5,12.7,
MKTCAMP_1353,Lead Generation_Middle East_353,TikTok,Lead Generation,Conversions,Gamers,Middle East,Desktop,Image,2025-01-25,6877.03,1398066,81548,5.83,0.08,8405,10.31,0.82,550667.28,80.07,8.93,
MKTCAMP_1354,Brand Awareness_Latin America_354,X,Brand Awareness,Leads,Young Professionals 25-34,Latin America,Desktop,Video,2025-01-31,11778.78,2304182,111242,4.83,0.11,7961,7.16,1.48,2727248.37,231.54,3.12,48.8
MKTCAMP_1355,Brand Awareness_APAC_355,Meta,Brand Awareness,Engagement,Small Business Owners,APAC,Mobile,Search Ad,2025-03-28,1529.6,264900,20758,7.84,0.07,1121,5.4,1.36,341534.33,223.28,6.26,
MKTCAMP_1356,Brand Awareness_Latin America_356,X,Brand Awareness,Engagement,Gamers,Latin America,Mobile,Story,2025-01-30,22813.87,4008696,277391,6.92,0.08,2261,0.82,10.09,764442.55,33.51,13.77,
MKTCAMP_1357,Lead Generation_Europe_357,YouTube,Lead Generation,Awareness,Young Professionals 25-34,Europe,Tablet,Carousel,2025-04-15,7966.4,1507968,40418,2.68,0.2,6375,15.77,1.25,420914.0,52.84,13.37,
MKTCAMP_1358,App Install_APAC_358,X,App Install,Awareness,Parents with Kids,APAC,Tablet,Carousel,2025-02-08,13747.11,788756,18609,2.36,0.74,133,0.72,103.36,23940.76,1.74,6.41,
MKTCAMP_1359,Sales Conversion_Europe_359,Meta,Sales Conversion,Awareness,Tech Decision Makers,Europe,Desktop,Image,2025-01-08,15159.76,1417480,40105,2.83,0.38,5416,13.51,2.8,245917.31,16.22,16.82,
MKTCAMP_1360,App Install_Latin America_360,YouTube,App Install,Engagement,Fitness Enthusiasts,Latin America,Tablet,Search Ad,2025-03-05,21380.46,3425253,178287,5.21,0.12,28731,16.12,0.74,2565840.84,120.01,2.57,
MKTCAMP_1361,Retargeting_APAC_361,Google Ads,Retargeting,Engagement,Luxury Buyers,APAC,Desktop,Story,2025-01-20,6368.0,1165497,7935,0.68,0.8,848,10.7,7.51,295561.92,46.41,16.0,
MKTCAMP_1362,Product Launch_APAC_362,LinkedIn,Product Launch,Conversions,Fitness Enthusiasts,APAC,Desktop,Carousel,2025-02-08,13275.42,683091,48732,7.13,0.27,5351,10.98,2.48,357332.07,26.92,2.82,
MKTCAMP_1363,Lead Generation_North America_363,X,Lead Generation,Engagement,Students 18-24,North America,Tablet,Story,2025-03-13,22785.86,3656129,260214,7.12,0.09,41327,15.88,0.55,8801293.52,386.26,10.15,
